RECORDING MOVEMENT  WITHOUT DISC
109,LEFT_LAT_PTERYGOID_SUP,RIGHT_LAT_PTERYGOID_SUP,LEFT_LAT_PTERYGOID_INF,RIGHT_LAT_PTERYGOID_INF
109,,35.1124,,32.7008,,39.493,,36.3607
110,,35.1225,,32.7041,,39.5064,,36.3661
111,,35.1383,,32.7097,,39.5268,,36.3745
112,,35.1591,,32.7149,,39.5527,,36.3824
113,,35.1852,,32.7171,,39.5844,,36.3867
114,,35.2173,,32.7145,,39.6225,,36.3852
115,,34.479,,31.9146,,38.172,,34.8503
116,,34.524,,31.913,,38.2214,,34.8462
117,,34.5475,,31.9263,,38.2488,,34.8623
118,,34.557,,31.9484,,38.2607,,34.8894
119,,34.5654,,31.9686,,38.2702,,34.9138
120,,34.5716,,31.9891,,38.2763,,34.9379
121,,33.9824,,31.4346,,36.9126,,33.5979
122,,33.9857,,31.4648,,36.912,,33.6309
123,,33.9868,,31.5005,,36.9079,,33.6695
124,,33.9862,,31.5402,,36.9011,,33.7121
125,,33.9888,,31.5671,,36.9003,,33.7411
126,,33.9966,,31.5705,,36.9101,,33.7453
127,,33.6075,,31.1895,,35.7068,,32.5299
128,,33.6134,,31.1916,,35.7133,,32.5321
129,,33.6183,,31.1942,,35.7185,,32.5348
130,,33.6232,,31.1962,,35.7236,,32.5369
131,,33.6272,,31.1986,,35.7275,,32.5392
132,,33.6316,,31.1999,,35.7317,,32.5404
133,,33.6342,,31.2024,,35.7339,,32.5427
134,,33.4217,,31.0287,,34.6752,,31.5037
135,,33.4186,,31.038,,34.6717,,31.513
136,,33.4228,,31.045,,34.6756,,31.5204
137,,33.4297,,31.0431,,34.6824,,31.5188
138,,33.4261,,31.0512,,34.6784,,31.527
139,,33.3957,,31.0891,,33.7838,,30.6862
140,,33.3927,,31.096,,33.7807,,30.6932
141,,33.3978,,31.0945,,33.7861,,30.6922
142,,33.3954,,31.1001,,33.7837,,30.698
143,,33.3996,,31.0989,,33.7881,,30.6971
144,,33.3977,,31.1033,,33.7864,,30.7018
145,,33.5457,,31.3537,,33.066,,30.0782
146,,33.5442,,31.3577,,33.0648,,30.0824
147,,33.5467,,31.3569,,33.0679,,30.0821
148,,33.5454,,31.3602,,33.0671,,30.0857
149,,33.5472,,31.3596,,33.0695,,30.0856
150,,33.5461,,31.3622,,33.0691,,30.0885
151,,33.5473,,31.3619,,33.0708,,30.0885
152,,33.8707,,31.8212,,32.5359,,29.6978
153,,33.8716,,31.8211,,32.5373,,29.698
154,,33.871,,31.8229,,32.5374,,29.7002
155,,33.8714,,31.8228,,32.5383,,29.7005
156,,33.8711,,31.8236,,32.5387,,29.7016
157,,33.8712,,31.8237,,32.5394,,29.7019
158,,34.3691,,32.48,,32.2028,,29.5505
159,,34.3691,,32.4801,,32.2033,,29.5508
160,,34.3693,,32.4799,,32.2037,,29.5507
161,,34.3697,,32.4802,,32.2045,,29.5515
162,,34.3697,,32.4801,,32.2047,,29.5516
163,,34.3699,,32.481,,32.2052,,29.553
164,,35.0333,,33.3231,,32.0718,,29.6446
165,,35.0333,,33.3231,,32.0718,,29.6446
166,,35.0333,,33.3231,,32.0718,,29.6446
167,,35.0333,,33.3231,,32.0718,,29.6446
168,,35.0333,,33.3231,,32.0718,,29.6446
