X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
51,832432	-6,192266	1,594203	51,803436	-6,283833	1,598146	51,676155	-6,956621	1,8049	51,809917	-6,155594	1,584344	51,263035	-16,237082	28,347651
51,829395	-6,194511	1,59349	51,800709	-6,294268	1,601613	51,667839	-6,974165	1,806583	51,803162	-6,189344	1,599447	51,283356	-16,049213	28,204765
51,832134	-6,207751	1,60285	51,797291	-6,298615	1,601481	51,684368	-6,986531	1,830744	51,803108	-6,21155	1,614519	51,281681	-15,860785	28,071609
51,828506	-6,210421	1,601861	51,794201	-6,312405	1,606115	51,68977	-6,991392	1,839263	51,796768	-6,240134	1,626861	51,273449	-15,647142	27,959126
51,831261	-6,223723	1,61151	51,791733	-6,31613	1,606636	51,700317	-7,001132	1,855875	51,797924	-6,259912	1,641155	51,251419	-15,435292	27,834614
51,827011	-6,226853	1,610106	51,788982	-6,328913	1,611197	51,720879	-7,006595	1,880253	51,797421	-6,284029	1,65565	51,241989	-15,215555	27,671555
51,830505	-6,243378	1,62203	51,785889	-6,333426	1,611362	51,724659	-7,014917	1,889192	51,800766	-6,298076	1,668823	51,246677	-15,001951	27,394901
51,826134	-6,246623	1,620523	51,782829	-6,347431	1,616077	51,746964	-7,021839	1,915939	51,801331	-6,314899	1,680071	51,306278	-14,797486	26,927563
51,82946	-6,26221	1,631954	51,780815	-6,350755	1,616667	51,74707	-7,030916	1,921459	51,804863	-6,326814	1,691487	51,373451	-14,616796	26,374702
51,824848	-6,265644	1,630224	51,777866	-6,361963	1,620146	51,764439	-7,040057	1,944352	51,804211	-6,342316	1,699983	51,461506	-14,491952	25,84985
51,82806	-6,280678	1,64141	51,776909	-6,363895	1,621006	51,765472	-7,049733	1,951144	51,806942	-6,349203	1,707429	51,522671	-14,399048	25,390419
51,822777	-6,28457	1,639116	51,773556	-6,374908	1,623765	51,778748	-7,059699	1,970296	51,805973	-6,359596	1,71237	51,577942	-14,31215	24,997538
51,82658	-6,30201	1,651948	51,772717	-6,378999	1,625561	51,7794	-7,07069	1,977565	51,808102	-6,364434	1,717388	51,597969	-14,221143	24,673859
51,82135	-6,305869	1,649541	51,769726	-6,388402	1,627811	51,796913	-7,080138	2,000819	51,809002	-6,372764	1,722305	51,618126	-14,117226	24,375475
51,824871	-6,32208	1,661595	51,769428	-6,390951	1,629294	51,795547	-7,088785	2,004669	51,810524	-6,373056	1,724315	51,614941	-14,006052	24,108992
51,819595	-6,325968	1,658983	51,766991	-6,397952	1,63074	51,817142	-7,097631	2,031846	51,81144	-6,376239	1,725495	51,619049	-13,889796	23,853197
51,822842	-6,340932	1,670181	51,765499	-6,399371	1,630321	51,812298	-7,106631	2,031776	51,81226	-6,374398	1,724747	51,610554	-13,790605	23,624813
51,817005	-6,345166	1,666992	51,762672	-6,407083	1,631501	51,832504	-7,116746	2,057673	51,811485	-6,376136	1,722996	51,610199	-13,698919	23,418322
51,820786	-6,361961	1,679218	51,761917	-6,407731	1,631276	51,825123	-7,123983	2,054305	51,812931	-6,372364	1,721881	51,600094	-13,632739	23,23848
51,815304	-6,365914	1,676086	51,759457	-6,416049	1,632954	51,846237	-7,128571	2,079248	51,807362	-6,385754	1,720461	51,60004	-13,574651	23,080137
51,818676	-6,3809	1,686996	51,758209	-6,417009	1,632152	51,837448	-7,13873	2,075382	51,808086	-6,38346	1,71839	51,590328	-13,538272	22,940168
51,813465	-6,384627	1,683868	51,755325	-6,426348	1,633681	51,854156	-7,148791	2,097216	51,805412	-6,390308	1,716477	51,590954	-13,506163	22,817434
51,816463	-6,397993	1,693595	51,755398	-6,425859	1,633279	51,845516	-7,15727	2,092722	51,806286	-6,387471	1,713958	51,580441	-13,485911	22,709074
51,811523	-6,401495	1,690474	51,753071	-6,43517	1,635201	51,866875	-7,16146	2,117379	51,805828	-6,38895	1,711003	51,581303	-13,474906	22,619465
51,815037	-6,416485	1,70101	51,753021	-6,434946	1,634721	51,858555	-7,171027	2,11365	51,80743	-6,384555	1,708074	51,569286	-13,466096	22,536152
51,809612	-6,420206	1,697455	51,750416	-6,44379	1,636041	51,876411	-7,178533	2,1366	51,807556	-6,384592	1,70444	51,576206	-13,471358	22,462313
51,812679	-6,433471	1,706802	51,752117	-6,444134	1,637292	51,868538	-7,187219	2,13272	51,809834	-6,379195	1,701324	51,568771	-13,473887	22,39572
51,807739	-6,436818	1,703429	51,749939	-6,452077	1,638481	51,888161	-7,192546	2,155797	51,809208	-6,380284	1,69744	51,580742	-13,487488	22,335676
