RECORDING MOVEMENT  WITH DISC
101,LEFT_LAT_PTERYGOID_SUP,RIGHT_LAT_PTERYGOID_SUP,LEFT_LAT_PTERYGOID_INF,RIGHT_LAT_PTERYGOID_INF
101,,35.0973,,32.7154,,39.477,,36.3782
102,,35.1073,,32.7214,,39.4897,,36.3865
103,,35.1073,,32.7214,,39.4897,,36.3865
104,,35.1215,,32.7255,,39.5088,,36.3933
105,,35.1215,,32.7255,,39.5088,,36.3933
106,,35.1215,,32.7255,,39.5088,,36.3933
107,,34.3689,,31.9146,,38.047,,34.8529
108,,34.3689,,31.9146,,38.047,,34.8529
109,,34.3689,,31.9146,,38.047,,34.8529
110,,34.3957,,31.924,,38.0782,,34.8635
111,,34.3957,,31.924,,38.0782,,34.8635
112,,33.8372,,31.3376,,36.7577,,33.491
113,,33.8372,,31.3376,,36.7577,,33.491
114,,33.8372,,31.3376,,36.7577,,33.491
115,,33.8774,,31.3536,,36.8006,,33.5052
116,,33.8774,,31.3536,,36.8006,,33.5052
117,,33.9279,,31.3732,,36.8517,,33.5205
118,,33.9279,,31.3732,,36.8517,,33.5205
119,,33.9279,,31.3732,,36.8517,,33.5205
120,,33.5299,,31.0323,,35.6448,,32.3557
121,,33.5299,,31.0323,,35.6448,,32.3557
122,,33.5299,,31.0323,,35.6448,,32.3557
123,,33.5448,,31.0682,,35.6574,,32.3975
124,,33.5448,,31.0682,,35.6574,,32.3975
125,,33.5448,,31.0682,,35.6574,,32.3975
126,,33.3359,,30.9443,,34.6012,,31.4168
127,,33.3359,,30.9443,,34.6012,,31.4168
128,,33.3532,,30.9837,,34.612,,31.4598
129,,33.3532,,30.9837,,34.612,,31.4598
130,,33.3532,,30.9837,,34.612,,31.4598
131,,33.3532,,30.9837,,34.612,,31.4598
132,,33.3385,,31.0634,,33.7294,,30.6646
133,,33.3385,,31.0634,,33.7294,,30.6646
134,,33.3479,,31.0723,,33.7419,,30.6751
135,,33.3479,,31.0723,,33.7419,,30.6751
136,,33.3479,,31.0723,,33.7419,,30.6751
137,,33.5089,,31.3357,,33.0357,,30.0657
138,,33.5089,,31.3357,,33.0357,,30.0657
139,,33.5089,,31.3357,,33.0357,,30.0657
140,,33.5144,,31.3396,,33.0424,,30.0704
141,,33.5144,,31.3396,,33.0424,,30.0704
142,,33.52,,31.3416,,33.0487,,30.0728
143,,33.52,,31.3416,,33.0487,,30.0728
144,,33.52,,31.3416,,33.0487,,30.0728
145,,33.8551,,31.8082,,32.5242,,29.6888
146,,33.8551,,31.8082,,32.5242,,29.6888
147,,33.8569,,31.8128,,32.5265,,29.6937
148,,33.8569,,31.8128,,32.5265,,29.6937
149,,34.3628,,32.4753,,32.1972,,29.5474
150,,34.3628,,32.4753,,32.1972,,29.5474
151,,34.3645,,32.4773,,32.1992,,29.5497
152,,34.3645,,32.4773,,32.1992,,29.5497
153,,34.3656,,32.4781,,32.2003,,29.5506
154,,34.3669,,32.4799,,32.2018,,29.5527
155,,34.3669,,32.4799,,32.2018,,29.5527
156,,35.0333,,33.3231,,32.0718,,29.6446
157,,35.0333,,33.3231,,32.0718,,29.6446
158,,35.0333,,33.3231,,32.0718,,29.6446
159,,35.0333,,33.3231,,32.0718,,29.6446
160,,35.0333,,33.3231,,32.0718,,29.6446
161,,35.0333,,33.3231,,32.0718,,29.6446
162,,35.8539,,34.3351,,32.1485,,29.9754
163,,35.8531,,34.3348,,32.1479,,29.975
164,,35.8531,,34.3348,,32.1479,,29.975
165,,35.8522,,34.3331,,32.147,,29.9727
166,,35.8522,,34.3331,,32.147,,29.9727
167,,35.8514,,34.333,,32.1464,,29.9726
168,,36.8145,,35.4984,,32.428,,30.5328
169,,36.8145,,35.4984,,32.428,,30.5328
170,,36.813,,35.4982,,32.4269,,30.5323
171,,36.8119,,35.4948,,32.4255,,30.5277
172,,36.8119,,35.4948,,32.4255,,30.5277
173,,36.8109,,35.4949,,32.4249,,30.5275
174,,37.907,,36.7984,,32.9076,,31.3038
175,,37.907,,36.7984,,32.9076,,31.3038
176,,37.9059,,36.7983,,32.9067,,31.3033
177,,37.9059,,36.7983,,32.9067,,31.3033
178,,37.9046,,36.7943,,32.9047,,31.2974
179,,37.9046,,36.7943,,32.9047,,31.2974
180,,37.904,,36.7945,,32.9042,,31.2974
181,,39.1229,,38.2236,,33.58,,32.2755
182,,39.1229,,38.2236,,33.58,,32.2755
183,,39.1228,,38.2235,,33.5796,,32.275
184,,39.1228,,38.2235,,33.5796,,32.275
185,,39.1226,,38.217,,33.578,,32.2654
186,,40.4546,,39.7618,,34.437,,33.4333
187,,40.4546,,39.7618,,34.437,,33.4333
188,,40.4538,,39.7519,,34.4313,,33.4202
189,,40.4538,,39.7519,,34.4313,,33.4202
190,,40.4535,,39.7511,,34.4294,,33.4187
191,,40.4535,,39.7511,,34.4294,,33.4187
192,,40.4529,,39.7476,,34.4248,,33.4139
193,,40.4529,,39.7476,,34.4248,,33.4139
194,,41.8863,,41.3904,,35.4487,,34.7456
195,,41.8857,,41.3892,,35.444,,34.7433
196,,41.8857,,41.3892,,35.444,,34.7433
197,,41.8853,,41.3879,,35.441,,34.7404
198,,41.8853,,41.3879,,35.441,,34.7404
199,,43.4103,,43.1201,,36.6156,,36.2201
