RECORDING MOVEMENT  WITH DISC
88,LEFT_LAT_PTERYGOID_SUP,RIGHT_LAT_PTERYGOID_SUP,LEFT_LAT_PTERYGOID_INF,RIGHT_LAT_PTERYGOID_INF
88,,35.09,,32.7227,,39.4681,,36.3859
89,,35.1002,,32.7293,,39.481,,36.3949
90,,35.1002,,32.7293,,39.481,,36.3949
91,,35.1143,,32.7328,,39.4999,,36.4011
92,,35.1143,,32.7328,,39.4999,,36.4011
93,,35.1344,,32.7405,,39.5248,,36.4118
94,,34.388,,31.9279,,38.0691,,34.8679
95,,34.388,,31.9279,,38.0691,,34.8679
96,,34.4221,,31.9386,,38.1066,,34.8787
97,,34.4599,,31.9419,,38.1492,,34.8811
98,,34.4599,,31.9419,,38.1492,,34.8811
99,,34.5058,,31.9465,,38.1989,,34.8838
100,,34.5058,,31.9465,,38.1989,,34.8838
101,,33.9394,,31.3757,,36.8673,,33.5258
102,,33.9545,,31.4033,,36.8828,,33.5592
103,,33.9545,,31.4033,,36.8828,,33.5592
104,,33.963,,31.4308,,36.8911,,33.5913
105,,33.963,,31.4308,,36.8911,,33.5913
106,,33.5648,,31.0919,,35.6765,,32.4257
107,,33.5648,,31.0919,,35.6765,,32.4257
108,,33.5728,,31.1283,,35.6799,,32.465
109,,33.5811,,31.1739,,35.6804,,32.514
110,,33.5811,,31.1739,,35.6804,,32.514
111,,33.5898,,31.1921,,35.689,,32.5342
112,,33.5898,,31.1921,,35.689,,32.5342
113,,33.3849,,31.0267,,34.6421,,31.5064
114,,33.3923,,31.03,,34.6509,,31.5105
115,,33.3996,,31.0328,,34.6591,,31.5138
116,,33.3996,,31.0328,,34.6591,,31.5138
117,,33.4062,,31.0349,,34.6664,,31.5161
118,,33.3776,,31.0803,,33.7739,,30.6832
119,,33.3776,,31.0803,,33.7739,,30.6832
120,,33.3826,,31.086,,33.7797,,30.6898
121,,33.3853,,31.0896,,33.7825,,30.6934
122,,33.387,,31.0961,,33.7844,,30.7002
