-46.641716	-7.180546	2.117681	-46.454781	-7.67157	3.695244	-46.682747	-6.903764	1.60669	-46.700668	-6.934284	1.656776	-46.700047	-6.873915	1.579649
-46.64167	-7.180745	2.11804	-46.454636	-7.671383	3.697175	-46.68195	-6.903244	1.606143	-46.700596	-6.934413	1.656839	-46.699505	-6.874922	1.581415
-46.638763	-7.181498	2.119784	-46.454185	-7.671952	3.696661	-46.677422	-6.917342	1.630998	-46.700619	-6.934424	1.656865	-46.69902	-6.875991	1.583165
-46.636566	-7.182557	2.12142	-46.453979	-7.671786	3.698517	-46.670582	-6.93232	1.655434	-46.700668	-6.934405	1.656964	-46.698372	-6.876935	1.584963
-46.634838	-7.183487	2.122864	-46.453506	-7.67236	3.698063	-46.662754	-6.950591	1.685652	-46.700699	-6.934417	1.656988	-46.697975	-6.877998	1.586779
-46.633312	-7.184597	2.12475	-46.454086	-7.672178	3.700795	-46.657902	-6.969996	1.721637	-46.700741	-6.934458	1.657012	-46.697296	-6.878942	1.588444
-46.632214	-7.185471	2.126226	-46.453159	-7.672904	3.700414	-46.65406	-6.993749	1.767862	-46.700771	-6.934478	1.657032	-46.69688	-6.879977	1.590257
-46.63126	-7.18635	2.127692	-46.454334	-7.672797	3.703692	-46.64904	-7.015483	1.808644	-46.700642	-6.934597	1.657066	-46.696171	-6.880533	1.592274
-46.630291	-7.188088	2.131313	-46.456261	-7.676631	3.711502	-46.643883	-7.038457	1.851816	-46.700668	-6.934596	1.657109	-46.695747	-6.881703	1.594016
-46.629189	-7.190105	2.135372	-46.455582	-7.677141	3.712688	-46.638821	-7.06144	1.895028	-46.70071	-6.934589	1.657192	-46.694725	-6.881684	1.596343
-46.628319	-7.192017	2.139165	-46.466393	-7.68202	3.737612	-46.632431	-7.085169	1.940899	-46.700741	-6.934594	1.657224	-46.694443	-6.882946	1.598133
-46.627548	-7.19393	2.142867	-46.470211	-7.682695	3.741462	-46.628994	-7.107474	1.982914	-46.700783	-6.934641	1.657242	-46.693466	-6.883162	1.600299
-46.627041	-7.195572	2.145941	-46.487854	-7.682331	3.775317	-46.626003	-7.130806	2.025351	-46.700809	-6.934667	1.657253	-46.693233	-6.884572	1.601935
-46.626595	-7.197233	2.149033	-46.491791	-7.681928	3.77991	-46.622429	-7.154383	2.068098	-46.700848	-6.934691	1.657297	-46.692421	-6.884866	1.604126
-46.626312	-7.200315	2.15501	-46.490181	-7.681144	3.782475	-46.618652	-7.177286	2.109594	-46.700871	-6.934722	1.657298	-46.691689	-6.885342	1.60623
-46.62606	-7.203702	2.161469	-46.492947	-7.681287	3.786563	-46.614777	-7.198528	2.147978	-46.700912	-6.934752	1.657339	-46.690979	-6.885924	1.608241
-46.625996	-7.206654	2.167028	-46.491734	-7.681361	3.789363	-46.610497	-7.221043	2.188638	-46.700932	-6.934781	1.657342	-46.690483	-6.886612	1.610334
-46.625679	-7.209547	2.172478	-46.494209	-7.681774	3.793277	-46.606239	-7.241845	2.226118	-46.70097	-6.934801	1.657395	-46.689667	-6.887326	1.612008
-46.625454	-7.212198	2.177408	-46.493877	-7.685215	3.806217	-46.605747	-7.268538	2.279671	-46.700993	-6.934828	1.657399	-46.689186	-6.888117	1.613983
-46.625244	-7.214859	2.182339	-46.496059	-7.687928	3.814137	-46.606815	-7.297275	2.339416	-46.701031	-6.934849	1.657452	-46.688515	-6.888968	1.615694
-46.625652	-7.21936	2.190147	-46.495838	-7.69286	3.832306	-46.607655	-7.32764	2.402327	-46.700993	-6.934903	1.657467	-46.687943	-6.88988	1.617444
-46.626522	-7.227	2.204877	-46.497761	-7.696049	3.842204	-46.588631	-7.361929	2.49442	-46.701031	-6.934916	1.657529	-46.687309	-6.890801	1.619118
-46.627193	-7.234731	2.21966	-46.49818	-7.703536	3.86902	-46.545135	-7.400595	2.622052	-46.701046	-6.934936	1.657541	-46.686985	-6.891768	1.621065
-46.627766	-7.242739	2.235606	-46.501095	-7.713037	3.900507	-46.529419	-7.45715	2.877523	-46.701015	-6.934994	1.657599	-46.686302	-6.892736	1.622597
