-46,641716	-7,180546	2,117681	-46,454781	-7,67157	3,695244	-46,682747	-6,903764	1,60669
-46,64167	-7,180745	2,11804	-46,454636	-7,671383	3,697175	-46,68195	-6,903244	1,606143
-46,638763	-7,181498	2,119784	-46,454185	-7,671952	3,696661	-46,677422	-6,917342	1,630998
-46,636566	-7,182557	2,12142	-46,453979	-7,671786	3,698517	-46,670582	-6,93232	1,655434
-46,634838	-7,183487	2,122864	-46,453506	-7,67236	3,698063	-46,662754	-6,950591	1,685652
-46,633312	-7,184597	2,12475	-46,454086	-7,672178	3,700795	-46,657902	-6,969996	1,721637
-46,632214	-7,185471	2,126226	-46,453159	-7,672904	3,700414	-46,65406	-6,993749	1,767862
-46,63126	-7,18635	2,127692	-46,454334	-7,672797	3,703692	-46,64904	-7,015483	1,808644
-46,630291	-7,188088	2,131313	-46,456261	-7,676631	3,711502	-46,643883	-7,038457	1,851816
-46,629189	-7,190105	2,135372	-46,455582	-7,677141	3,712688	-46,638821	-7,06144	1,895028
-46,628319	-7,192017	2,139165	-46,466393	-7,68202	3,737612	-46,632431	-7,085169	1,940899
-46,627548	-7,19393	2,142867	-46,470211	-7,682695	3,741462	-46,628994	-7,107474	1,982914
-46,627041	-7,195572	2,145941	-46,487854	-7,682331	3,775317	-46,626003	-7,130806	2,025351
-46,626595	-7,197233	2,149033	-46,491791	-7,681928	3,77991	-46,622429	-7,154383	2,068098
-46,626312	-7,200315	2,15501	-46,490181	-7,681144	3,782475	-46,618652	-7,177286	2,109594
-46,62606	-7,203702	2,161469	-46,492947	-7,681287	3,786563	-46,614777	-7,198528	2,147978
-46,625996	-7,206654	2,167028	-46,491734	-7,681361	3,789363	-46,610497	-7,221043	2,188638
-46,625679	-7,209547	2,172478	-46,494209	-7,681774	3,793277	-46,606239	-7,241845	2,226118
-46,625454	-7,212198	2,177408	-46,493877	-7,685215	3,806217	-46,605747	-7,268538	2,279671
-46,625244	-7,214859	2,182339	-46,496059	-7,687928	3,814137	-46,606815	-7,297275	2,339416
-46,625652	-7,21936	2,190147	-46,495838	-7,69286	3,832306	-46,607655	-7,32764	2,402327
-46,626522	-7,227	2,204877	-46,497761	-7,696049	3,842204	-46,588631	-7,361929	2,49442
-46,627193	-7,234731	2,21966	-46,49818	-7,703536	3,86902	-46,545135	-7,400595	2,622052
-46,627766	-7,242739	2,235606	-46,501095	-7,713037	3,900507	-46,529419	-7,45715	2,877523
-46,628918	-7,251602	2,253664	-46,503006	-7,735886	3,979011	-46,519917	-7,503612	3,142823
-46,629799	-7,260051	2,271108	-46,490185	-7,75707	4,048666	-46,51424	-7,541993	3,346623
-46,630562	-7,270301	2,291986	-46,478821	-7,778884	4,101443	-46,489212	-7,572564	3,426741
-46,631214	-7,280361	2,312531	-46,444897	-7,796989	4,128777	-46,468616	-7,591115	3,474094
-46,631752	-7,289867	2,331931	-46,438267	-7,818867	4,182955	-46,451595	-7,609497	3,519182
-46,632263	-7,298504	2,349602	-46,447193	-7,838547	4,240142	-46,465584	-7,634593	3,609238
-46,632652	-7,306557	2,366052	-46,46209	-7,860413	4,309906	-46,483307	-7,66638	3,717066
-46,633011	-7,314004	2,3813	-46,467632	-7,878136	4,359808	-46,488594	-7,702003	3,841024
-46,633213	-7,323133	2,39995	-46,48172	-7,898287	4,424524	-46,495213	-7,739531	3,971033
