4,758005	-68,717529	68,753128	6,222038	-69,08062	69,445496	3,921704	-68,632202	68,672363
4,758358	-68,717651	68,753319	6,223463	-69,081284	69,44561	3,92111	-68,632561	68,672058
4,763595	-68,717232	68,754356	6,224596	-69,080818	69,445511	3,952875	-68,639526	68,682915
4,768117	-68,717239	68,755165	6,226034	-69,081444	69,445641	3,988026	-68,646584	68,69326
4,771844	-68,717285	68,755882	6,227129	-69,081024	69,445618	4,030327	-68,655281	68,706223
4,77574	-68,71756	68,756706	6,228448	-69,081993	69,445755	4,073714	-68,665657	68,721359
4,778681	-68,71772	68,757431	6,230453	-69,08136	69,445786	4,125558	-68,679001	68,740799
4,781439	-68,717972	68,75808	6,231586	-69,082672	69,445885	4,173882	-68,690704	68,757973
4,78623	-68,718819	68,759575	6,236622	-69,084694	69,449806	4,224695	-68,703072	68,776237
4,791663	-68,719856	68,7612	6,238652	-69,085335	69,449791	4,275225	-68,715462	68,794624
4,796559	-68,720749	68,762817	6,244123	-69,09803	69,454353	4,32951	-68,728386	68,81398
4,80127	-68,721695	68,764374	6,243084	-69,09993	69,454826	4,376685	-68,738701	68,833694
4,805061	-68,72245	68,765732	6,242695	-69,120872	69,45491	4,424014	-68,749435	68,853897
4,808798	-68,723274	68,767059	6,241452	-69,123642	69,454376	4,468888	-68,761246	68,875931
4,815212	-68,724716	68,769814	6,244778	-69,124741	69,453804	4,510253	-68,773186	68,898781
4,822113	-68,72644	68,772675	6,244708	-69,127007	69,453735	4,546332	-68,784683	68,921478
4,827894	-68,727882	68,775215	6,248279	-69,128082	69,453712	4,583292	-68,797157	68,94635
4,833858	-68,729477	68,777496	6,248548	-69,130127	69,453888	4,615597	-68,809021	68,970558
4,839206	-68,730804	68,779694	6,259938	-69,135178	69,456444	4,658205	-68,825096	69,001572
4,844537	-68,73217	68,78186	6,264598	-69,138641	69,458153	4,699926	-68,843788	69,037689
4,852287	-68,73391	68,785919	6,280323	-69,145447	69,462112	4,743324	-68,863647	69,076248
