52.350422	-8.316306	3.380666	52.548641	-8.423882	3.403763	52.290615	-8.518124	3.605848	52.279289	-8.368759	3.456257	52.279396	-8.313184	3.403475
52.350471	-8.31636	3.380703	52.548782	-8.423387	3.404039	52.29137	-8.518573	3.606463	52.279243	-8.368801	3.456384	52.279987	-8.313277	3.403413
52.353424	-8.316906	3.379178	52.549236	-8.423393	3.403035	52.296669	-8.517681	3.604913	52.279369	-8.368755	3.456259	52.280521	-8.31338	3.403373
52.355667	-8.317384	3.377895	52.549438	-8.422976	3.403255	52.304302	-8.516791	3.602163	52.279346	-8.36877	3.456246	52.281216	-8.313485	3.403242
52.35743	-8.317765	3.376873	52.549915	-8.423029	3.402359	52.313084	-8.515957	3.599067	52.279297	-8.368821	3.456387	52.281658	-8.31356	3.403267
52.359001	-8.318056	3.375994	52.549332	-8.422297	3.402725	52.318989	-8.515036	3.596856	52.279266	-8.368847	3.456459	52.282383	-8.313687	3.403115
52.360134	-8.318295	3.375322	52.550266	-8.422076	3.40162	52.324112	-8.514067	3.594925	52.279221	-8.368836	3.456497	52.282848	-8.313764	3.403128
52.361122	-8.318468	3.374759	52.549088	-8.421219	3.402092	52.330265	-8.513196	3.592526	52.27919	-8.368856	3.456538	52.283604	-8.31374	3.403123
52.362164	-8.318646	3.374142	52.547169	-8.420957	3.403236	52.336594	-8.512406	3.590085	52.279324	-8.368821	3.456397	52.284073	-8.313879	3.403056
52.363346	-8.318753	3.373533	52.547859	-8.420064	3.403685	52.342793	-8.511777	3.587798	52.279301	-8.368841	3.456389	52.285137	-8.313752	3.403212
52.364288	-8.318848	3.37302	52.537014	-8.420564	3.408019	52.350349	-8.511231	3.585165	52.279255	-8.368867	3.456478	52.285469	-8.313889	3.403195
52.365131	-8.318903	3.37258	52.533207	-8.418821	3.409902	52.354832	-8.511132	3.583086	52.279224	-8.368895	3.456543	52.286484	-8.313844	3.403274
52.3657	-8.318953	3.372248	52.515465	-8.419209	3.416715	52.358856	-8.511675	3.580873	52.279186	-8.368863	3.456544	52.286766	-8.314036	3.403224
52.366207	-8.318978	3.37196	52.51152	-8.417845	3.418085	52.363369	-8.514705	3.581381	52.27916	-8.368864	3.456542	52.287621	-8.313989	3.403387
52.3666	-8.319135	3.371526	52.513115	-8.417516	3.417609	52.367981	-8.519427	3.583943	52.279121	-8.368852	3.456569	52.288395	-8.313993	3.403522
52.366974	-8.319263	3.371116	52.510345	-8.416614	3.418566	52.372555	-8.52575	3.58835	52.279099	-8.368841	3.456545	52.28915	-8.314038	3.403613
52.367142	-8.319412	3.370769	52.511551	-8.416531	3.417946	52.377533	-8.533415	3.594256	52.27906	-8.368814	3.456541	52.289688	-8.314072	3.403816
52.367561	-8.319471	3.370439	52.509071	-8.415771	3.418776	52.382378	-8.542085	3.601336	52.279041	-8.36879	3.456495	52.290543	-8.314215	3.40376
