52,350422	-8,316306	3,380666	52,548641	-8,423882	3,403763	52,290615	-8,518124	3,605848
52,350471	-8,31636	3,380703	52,548782	-8,423387	3,404039	52,29137	-8,518573	3,606463
52,353424	-8,316906	3,379178	52,549236	-8,423393	3,403035	52,296669	-8,517681	3,604913
52,355667	-8,317384	3,377895	52,549438	-8,422976	3,403255	52,304302	-8,516791	3,602163
52,35743	-8,317765	3,376873	52,549915	-8,423029	3,402359	52,313084	-8,515957	3,599067
52,359001	-8,318056	3,375994	52,549332	-8,422297	3,402725	52,318989	-8,515036	3,596856
52,360134	-8,318295	3,375322	52,550266	-8,422076	3,40162	52,324112	-8,514067	3,594925
52,361122	-8,318468	3,374759	52,549088	-8,421219	3,402092	52,330265	-8,513196	3,592526
52,362164	-8,318646	3,374142	52,547169	-8,420957	3,403236	52,336594	-8,512406	3,590085
52,363346	-8,318753	3,373533	52,547859	-8,420064	3,403685	52,342793	-8,511777	3,587798
52,364288	-8,318848	3,37302	52,537014	-8,420564	3,408019	52,350349	-8,511231	3,585165
52,365131	-8,318903	3,37258	52,533207	-8,418821	3,409902	52,354832	-8,511132	3,583086
52,3657	-8,318953	3,372248	52,515465	-8,419209	3,416715	52,358856	-8,511675	3,580873
52,366207	-8,318978	3,37196	52,51152	-8,417845	3,418085	52,363369	-8,514705	3,581381
52,3666	-8,319135	3,371526	52,513115	-8,417516	3,417609	52,367981	-8,519427	3,583943
52,366974	-8,319263	3,371116	52,510345	-8,416614	3,418566	52,372555	-8,52575	3,58835
52,367142	-8,319412	3,370769	52,511551	-8,416531	3,417946	52,377533	-8,533415	3,594256
52,367561	-8,319471	3,370439	52,509071	-8,415771	3,418776	52,382378	-8,542085	3,601336
52,367878	-8,319546	3,370136	52,509377	-8,415759	3,418221	52,383736	-8,550435	3,609342
52,368179	-8,319601	3,369861	52,507187	-8,415438	3,418619	52,383514	-8,561534	3,621864
52,367916	-8,319953	3,369378	52,507366	-8,415386	3,417995	52,383526	-8,573845	3,635771
52,367306	-8,320135	3,369035	52,505428	-8,415108	3,418363	52,403549	-8,597896	3,656017
52,366886	-8,320715	3,369055	52,504944	-8,415057	3,417905	52,448353	-8,629197	3,674862
52,366589	-8,320721	3,368769	52,501953	-8,414567	3,4182	52,466652	-8,6556	3,69632
52,36573	-8,321221	3,369081	52,499786	-8,414479	3,417567	52,478584	-8,655718	3,689108
52,365139	-8,321157	3,368931	52,512329	-8,413051	3,416229	52,485687	-8,649973	3,685706
52,364666	-8,323249	3,370903	52,523453	-8,41165	3,410293	52,511345	-8,647079	3,679097
52,3643	-8,325325	3,372897	52,55724	-8,412863	3,40351	52,532288	-8,644481	3,673375
52,364029	-8,327241	3,374716	52,563545	-8,413071	3,397667	52,549606	-8,642982	3,669024
52,36377	-8,328451	3,375841	52,554268	-8,4171	3,400856	52,535984	-8,641685	3,672037
52,363605	-8,329955	3,377265	52,53891	-8,41854	3,404689	52,518604	-8,640062	3,673752
52,363453	-8,331185	3,378444	52,533012	-8,424258	3,409727	52,513527	-8,640396	3,674085
52,363468	-8,33416	3,381411	52,518429	-8,425554	3,413903	52,506962	-8,639415	3,673402
52,371395	-8,338162	3,382351	52,511261	-8,430749	3,41938	52,501884	-8,637011	3,673782
52,378532	-8,341852	3,383208	52,495762	-8,431792	3,424063	52,489227	-8,636343	3,674091
52,400429	-8,348044	3,381583	52,490524	-8,4377	3,430166	52,4543	-8,635242	3,680883
52,413254	-8,349961	3,377253	52,476086	-8,438603	3,434718	52,441216	-8,634926	3,680652
52,414677	-8,354054	3,378328	52,471382	-8,443861	3,440281	52,406822	-8,633929	3,687242
52,423256	-8,362511	3,381515	52,456146	-8,444646	3,445107	52,385082	-8,633562	3,689095
52,443161	-8,374528	3,378644	52,405357	-8,458767	3,476378	52,265007	-8,659266	3,750747
52,463017	-8,385653	3,390184	52,331478	-8,471399	3,509479	52,179779	-8,705379	3,825855
52,476295	-8,39627	3,398878	52,282581	-8,494938	3,550614	52,097885	-8,746739	3,888608
52,481052	-8,405434	3,407672	52,198242	-8,507133	3,589643	52,072464	-8,803712	3,955305
52,484669	-8,414845	3,417032	52,143559	-8,533978	3,635237	51,993156	-8,837497	4,014087
52,488876	-8,425951	3,427927	52,109085	-8,556646	3,669004	52,014164	-8,928446	4,105819
52,494209	-8,446791	3,448685	52,099098	-8,584608	3,701455	52,052902	-9,010792	4,184915
52,500023	-8,469801	3,471589	52,078403	-8,611882	3,738293	52,191639	-9,110654	4,254833
52,507168	-8,490971	3,491978	52,05748	-8,644339	3,781659	52,259586	-9,176944	4,307356
52,509716	-8,490339	3,492033	52,026196	-8,667793	3,812439	52,243675	-9,234052	4,38074
52,511189	-8,4897	3,492399	52,032852	-8,703758	3,848718	52,234852	-9,272386	4,428461
52,512207	-8,489195	3,492775	51,991055	-8,732103	3,888145	52,251183	-9,32509	4,486398
52,514912	-8,488922	3,492404	51,997189	-8,768982	3,917935	52,225471	-9,363208	4,538328
52,517025	-8,488706	3,492146	52,009205	-8,80938	3,958282	52,189507	-9,418284	4,61199
52,519352	-8,488605	3,49171	52,079147	-8,861594	3,994853	52,091766	-9,464145	4,705502
52,520767	-8,48849	3,49157	52,149494	-8,903173	4,020443	52,022194	-9,563598	4,898779
52,522388	-8,488464	3,491281	52,277969	-8,957414	4,044436	51,895897	-9,659266	5,097602
52,523197	-8,488406	3,491276	52,397469	-9,001128	4,056462	51,799698	-9,816196	5,382886
52,525425	-8,488428	3,490713	52,491062	-9,02566	4,054777	51,707821	-9,989212	6,04664
52,527283	-8,488457	3,490253	52,503204	-9,025743	4,051349	51,724232	-10,284899	6,913789
52,529228	-8,488475	3,489764	52,524803	-9,048499	4,071151	51,679871	-10,573103	7,765027
